# Latitud			Longitud			Pais		Bandera
34.52041855552284	69.20082090000005	Afganistan	afganistan.ppm
41.33213607279617	19.8128772	Albania	albania.ppm
52.50786264022465	13.42614194999999	Alemania	alemania.ppm
-11.29461609894251	17.87700315000006	Angola	angola.ppm
24.72593931486146	46.82252879999999	ArabiaSaudita	arabiasaudi.ppm
28.4151010492325	1.666666299999974	Argelia	argelia.ppm
-34.61590069251671	-58.43329845	Argentina	argentina.ppm
40.0817343141965	45.04071690000001	Armenia	armenia.ppm
-27.78707548625663	133.28132295	Australia	australia.ppm
47.71329162782909	13.34573480000006	Austria	austria.ppm
40.17498736058696	47.56637439999997	Azerbaiyan	azerbaiyan.ppm
50.51175446185682	4.476532349999957	Belgica	belgica.ppm
-16.52073628053261	-68.0915129	Bolivia	bolivia.ppm
43.93206629763536	17.6728215075	BosniaHerzegovina	bosniaherzegovina.ppm
-15.1277504659516	-53.18059670000002	Brasil	brasil.ppm
42.74318307556332	25.48330390000001	Bulgaria	bulgaria.ppm
12.25484527430929	-1.558409400000073	BurkinaFaso	burkina.ppm
-3.390210243001294	29.92558289999999	Burundi	burundi.ppm
27.53455005213239	90.43585280000002	Butan	butan.ppm
17.24640033267331	-19.6706029402344	CaboVerde	caboverde.ppm
11.99707663457897	104.9806145	Camboya	camboya.ppm
7.406652727545182	12.34458569999993	Camerun	camerun.ppm
58.69543350129108	-96	Canada	canada.ppm
25.33013186654572	51.19665770000006	Catar	qatar.ppm
15.60187168873944	18.73500049999996	Chad	chad.ppm
-33.6705297862472	-70.36337194999999	Chile	chile.ppm
37.94376842052998	104.1361117500001	China	china.ppm
35.17152769986567	33.43660380000006	Chipre	chipre.ppm
4.283635422564345	-74.22403995000002	Colombia	colombia.ppm
39.02918051275547	125.7421118	CoreaNorte	corea_norte.pgm
35.90947405718781	127.0964051000001	CoreaSur	corea_sur.pgm
9.633931465220899	-84.25418434999995	CostaRica	costarica.ppm
-0.1865955862849113	-78.4305382	Ecuador	ecuador.ppm
13.69148145891132	-89.21469394999997	ElSalvador	elsalvador.ppm
40.40051528912146	-3.591646074999963	España	españa.ppm
35.08690549340541	-103.7233960616699	EstadosUnidos	estadosunidos.ppm
48.85887766623369	2.347059899999977	Francia	francia.ppm
15.78811186117844	-90.22872565	Guatemala	guatemala.ppm
14.4225381646769	-87.63432239999997	Honduras	honduras.ppm
51.52886843429324	-0.1015986499999144	Inglaterra	inglaterra.ppm
31.79635921136502	35.17535900000007	Israel	israel.ppm
41.91022566604198	12.5359979000001	Italia	italia.ppm
35.67347375207952	139.7103880000001	Japon	japon.ppm
19.32032485442634	-99.15218449999998	Mexico	mexico.ppm
12.09759151908696	-86.25846060000003	Nicaragua	nicaragua.ppm
52.76081718996433	8.747611999999986	Noruega	noruega.ppm
8.874174555928159	-79.77636344999996	Panama	panama.ppm
-12.05534531696233	-77.04518530000001	Peru	peru.ppm
18.48030093645532	-69.94692029999999	RepublicaDominicana	republicadominicana.ppm
62.88647107195116	61.55117361762699	Rusia	rusia.ppm
10.46840004888015	-66.89036584999997	Venezuela	venezuela.ppm
-19.05190109280611	29.15280180000002	Zimbaue	zimbaue.ppm
